key,q_no,question,ア,イ,ウ,エ,オ,カ,a_no,1,2,3,4,5,6,abnormal_flg
R5_1,20,不正への対応に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，監査手続の実施に当たって，不正による重要な虚偽の表示の疑義に該当するかどうかを判断する場合には，職業的懐疑心を保持することが求められているが，不正による重要な虚偽の表示の疑義に該当すると判断した場合には，職業的懐疑心を高めることが求められている。,監査人は，不正による重要な虚偽の表示の疑義があると判断し，監査計画を修正して追加した監査手続を実施するときは，被監査会社に事前に通知することが求められている。,監査人は，被監査会社から重要な取引先に関する十分な情報が監査人に提供されない場合，不正による重要な虚偽の表示の疑義の有無を判断するため，適切な階層の経営者に質問し説明を求めるとともに，追加的な監査手続を実施しなければならない。,監査人は，不正による重要な虚偽の表示を示唆する状況において，追加的な監査手続を実施した結果，不正による重要な虚偽の表示の疑義がないと判断した場合，その旨と理由を監査調書に記載しなければならない。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,1,証券取引法に監査の規定が導入されたことに始まる我が国の公認会計士監査の歴史に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,公認会計士監査の規範としての監査基準は，証券市場における適正なディスクロージャーを確保するための重要なインフラストラクチャーである。このため，我が国においては，証券取引法に監査の規定が導入されると同時に，監査基準が公表された。,証券取引法に監査の規定が導入された当時の我が国の企業会計制度の実情においては，被監査会社の受入れ態勢が未整備であり，また，公認会計士の監査慣行が成熟していなかったため，正規の財務諸表監査を実施するまでに数年を要した。,証券取引法に監査の規定が導入されたことに対応して商法が改正され，上場会社においては公認会計士が会計監査を実施することとなったため，監査役の権限は業務監査に限定された。,証券取引法に監査の規定が導入された当初は，監査法人に関する規定はなかったが，昭和40 年から41 年にかけて発覚した大企業の粉飾決算等に対処するため，公認会計士法が改正され，監査法人の制度が新設された。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,2,公認会計士法における監査法人に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査法人の社員は，他の監査法人の社員となることが禁じられている。,監査法人は，当該監査法人の社員のうち，一定の割合以上を公認会計士である社員が占めることを求められているが，ここでいう公認会計士である社員には，外国公認会計士は含まれない。,有限責任監査法人は，全ての財務書類の証明について，証明ごとに1 人又は数人の業務を担当する社員を指定しなければならない。,無限責任監査法人は，当該監査法人が行う全ての財務書類の証明業務について，全社員が無限責任監査法人を代表する。,,,2,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,3,金融商品取引法における監査制度に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,非上場の会社であっても株主数が一定数以上である場合には監査対象となることがある。これは，非上場の会社であっても，株主が多数である場合には，企業内容の開示と監査を必要とする投資者が現実に存在することが想定され，こうした投資者を保護すべきであると考えられているからである。,有価証券報告書提出会社のうち，非上場会社であっても，四半期報告書を任意に提出することができる。この場合，四半期報告書に含まれる四半期連結財務諸表及び四半期財務諸表について，公認会計士又は監査法人による四半期レビューを受けることまでは求められていない。,上場会社の親会社が有価証券報告書提出会社でない場合，当該親会社は，親会社等状況報告書を提出しなければならない。この場合，親会社等状況報告書に含まれる財務計算に関する書類について，当該上場会社の監査を行っている公認会計士又は監査法人による監査を受けなければならない。,外国会社報告書の中の財務計算に関する書類に対して外国監査法人が行った監査証明が，我が国の監査証明に相当すると認められる証明である場合，当該外国会社報告書について，我が国の公認会計士又は監査法人による監査証明は不要である。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,4,金融商品取引法における監査制度に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,上場会社の有価証券報告書に含まれる財務計算に関する書類及び当該会社の内部統制報告書を監査する公認会計士又は監査法人は，当該財務計算に関する書類の監査に係る概要書に内部統制報告書の監査に係る概要を合わせて記載しなければならない。,公認会計士又は監査法人は，四半期報告書に含まれる財務計算に関する書類について四半期レビューを実施した後，四半期レビューに係る概要書を提出しなければならない。,上場会社の提出する臨時報告書は，原則として監査対象ではないが，財政状態及び経営成績に著しく重要な影響を及ぼす事象が発生したことによって臨時報告書を提出する場合には，当該事象の影響に関して，公認会計士又は監査法人による監査を受けなければならない。,上場会社が提出する四半期報告書の訂正報告書に四半期連結財務諸表又は四半期財務諸表の内容に関する訂正が含まれる場合であっても，訂正報告書を適時に提出するため，当該訂正事項について公認会計士又は監査法人による四半期レビューは求められていない。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,5,金融商品取引法における監査制度に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,有価証券報告書の中で，公認会計士又は監査法人による監査証明の対象となる財務計算に関する書類には，主要な経営指標の推移，経理の状況に掲げられた連結財務諸表及び財務諸表とこれらに関連する記載事項が含まれる。,公認会計士又は監査法人は，上場会社の有価証券報告書の中の財務計算に関する書類を監査するに当たっては，企業会計審議会により公表された監査基準，監査に関する品質管理基準及び監査における不正リスク対応基準に準拠することが求められている。,投資者が，財務計算に関する書類について重要な事項について虚偽の記載があることを知らず，これにより投資意思決定を誤って損害を被った場合，当該財務計算に関する書類を監査した公認会計士又は監査法人は，その虚偽の記載を看過したことにつき，自ら故意又は過失がなかったことを証明しない限り，当該投資者に対して，その損害を賠償する責任を負う。,監査法人の社員が相当の注意を怠ったことにより，虚偽又は不当の監査証明を行った場合，内閣総理大臣は，当該監査証明が含まれる有価証券報告書を受理しない旨の決定をすることができる。ただし，この決定を理由として，当該監査法人が監査を行った他の会社の有価証券報告書について，受理しない旨の決定することはできない。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,6,会社法における監査制度に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,最終事業年度に係る貸借対照表に資本金として計上した金額が5 億円以上又は負債の部に計上した金額の合計額が200 億円以上の株式会社は，計算書類及びその附属明細書について，会計監査人の監査を受けることが求められている。,その発行する全部又は一部の株式の内容として，譲渡による当該株式の取得について，株式会社の承認を要する旨の定款の定めを設けていない監査等委員会設置会社及び指名委員会等設置会社は，会計監査人を設置する必要がある。,監査役が複数いる監査役設置会社において，会計監査人が，職務上の義務に違反し，若しくは職務を怠ったとき，会計監査人としてふさわしくない非行があったとき，又は心身の故障のため，職務の遂行に支障があり，若しくはこれに堪えないとき，のいずれかに該当するときは，監査役の過半数の同意によって，その会計監査人を解任することができる。,株主に対する定時株主総会の招集通知において，取締役会の承認を受けた連結計算書類を提供する場合には，連結計算書類に係る会計監査報告も合わせて提供することが求められている。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,7,会社法における会計監査人による監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査役会設置会社における会計監査人は，その職務を行うに際して，取締役の職務の執行に関し不正の行為又は法令若しくは定款に違反する重大な事実を発見したときは，当該事項を監査役会に報告しなければならない。,会計監査人は，その職務を行うため必要があるときに，会計監査人設置会社の子会社に対して会計に関する報告を求め，子会社の財産の状況を調査する場合，当該会計監査人設置会社の監査役等の承認を得なければならない。,会計監査人は，会社が連結計算書類として連結キャッシュ・フロー計算書を作成した場合，当該連結キャッシュ・フロー計算書を監査の対象としなければならない。,会計監査人は，計算書類及びその附属明細書が法令又は定款に適合するかどうかについて監査役と意見を異にするときは，定時株主総会における決議がなくても，定時株主総会に出席して意見を述べることができる。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,8,四半期レビューに関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,四半期レビューは，年度の財務諸表監査の一環として実施され，年度の財務諸表監査において実施される内部統制の理解とその評価が前提となっていることから，四半期財務諸表の作成に係る内部統制について理解することは求められていない。,監査人は，分析的手続を実施した結果，財務変動に係る矛盾又は異常な変動に気付いた場合，適切な者に対して質問を実施するとともに，証憑突合によりその回答の合理性を確かめなければならない。,四半期レビューは限定的保証業務であるため，全ての重要な点において，一定の規準に照らして適正性がないと考えられるような事項が発見されなかったかどうかを報告する，消極的形式によって結論が表明される。,監査人は，不適切な会計処理が存在する場合に，限定付結論を表明することがある。このとき，四半期レビュー報告書において，結論の根拠の区分に，修正すべき事項と可能であれば当該事項が四半期財務諸表に与える影響を記載するとともに，限定付結論とした理由についても記載しなければならない。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,9,監査及び四半期レビュー業務の審査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,審査担当者には，十分な知識や経験，能力に加えて，当該監査業務に対する客観性を有する者であることが求められている。しかしながら，小規模な監査事務所においては，実質的に客観性を有する者を確保することが困難であるため，客観性を有する者でなくても審査を担当することが認められている。,監査人は，四半期レビューに係る結論の表明に先立ち，審査を受けなければならないが，当該審査は，監査に関する品質管理の基準に基づいて定められた方針と手続に従わなければならない。,不正による重要な虚偽の表示の疑義が識別された場合には，通常の審査に比べて，より慎重な判断が求められることから，監査事務所は，当該疑義に対応するために，適切な資格を有する複数の者で構成される会議体による審査を実施しなければならない。,審査担当者は，監査チームが行った監査手続，監査上の重要な判断，監査意見の形成について客観的に評価することが求められており，審査においては，重要な事項について監査責任者と討議するだけでなく，財務諸表等と監査報告書案についても検討しなければならない。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,10,監査の品質管理に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査事務所は，監査調書の査閲に関する方針及び手続において，監査チームのより経験のあるメンバーを査閲者とすること，また，査閲者が，監査調書の機密性，保管の安全性，情報の完全性について検討することを規定しておかなければならない。,異なる品質管理のシステムを有する複数の監査事務所が共同して監査業務を行う際，各監査事務所は，他の監査事務所の品質管理のシステムが当該監査業務の品質を合理的に確保するものであることを確かめなければならない。,監査事務所は，監査人予定者となった場合，前任監査人から監査業務の十分な引継を受ける必要があるが，適切な引継を受けることは，監査契約の締結に伴うリスクを低い水準に抑えることができるか否かを的確に判断することを可能にする。,監査事務所は，新規の監査契約の締結時に，監査業務を実施するための適性や能力を有しているかどうかを検討しなければならないが，契約の更新時においては，改めて検討する必要はない。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,11,監査基準の改訂に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,平成14 年改訂では，企業活動の国際化・多角化及び連結対象会社の増加による監査範囲の拡大に伴い，他の監査人の監査の結果を利用する範囲も拡大することから，他の監査人を利用した場合には，その旨を監査報告書に記載することとした。,平成17 年改訂では，特別な検討を必要とするリスクが財務諸表に重要な虚偽の表示をもたらしていないかどうかを確かめるため，実証手続の実施及び必要に応じて内部統制の整備状況の調査や運用状況の評価を求めることとした。,平成26 年改訂では，監査の目的に準拠性に関する意見表明が加わった。この準拠性に関する意見には，適正性に関する意見と同様に，財務諸表に重要な虚偽の表示がないことの合理的な保証を得たとの監査人の判断が含まれる。,平成30 年改訂では，監査の透明性を向上させ，監査報告書の情報価値を高めるために，「監査上の主要な検討事項」が導入されることとなり，不適正意見及び意見不表明の場合であっても，「監査上の主要な検討事項」を記載することとした。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,12,一般に公正妥当と認められる監査の基準に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査基準は，法定された財務諸表監査のみに対する質的下限を示すものであるが，任意監査においては，監査人による遵守は求められない。,監査基準は，財務諸表を巡る利害関係者間の利害を調整するものであって，監査人の立場からすれば，自己の責任が過重になることを避け，責任の範囲を明確にするものである。,中間監査と年度監査で要求される保証水準は，ともに合理的保証であるため，中間監査は，年度監査と同一の「適正性」という立証命題を設定している。,一般に公正妥当と認められる監査の基準に準拠して行われた財務諸表監査は，経営者又は監査役等の責任を軽減するものではない。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,13,監査人の職業的懐疑心及び職業的専門家としての専門能力又は判断に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，継続監査における過去の経験に基づいて，ガバナンスに責任を有する者に対して信頼が置けると認識している場合には，職業的懐疑心の保持の責任が軽減されることがある。,近年のIT 化の進展による監査業務の自動化等の状況を踏まえると，監査人は，監査対象となるデータの収集，整理，加工，分析等を行うデータ・アナリストなどの専門家の活用が求められるが，自らIT に関する基礎知識を習得し，アップデートすることまでは求められていない。,監査人は，監査の過程を通じて職業的専門家としての判断が行使されたことを示すため，原則として，事務的な作業を除き，監査調書は監査報告書日までに作成しなければならない。,監査責任者は，どのような場合でも，自身が知っている事実と状況に基づいて，職業的専門家としての判断を行使するが，十分な情報を得た上で合理的に当該判断を行えるよう，監査事務所内で専門的な見解の問合せを実施することがある。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,14,監査証拠の適合性に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,売掛金残高に対する確認手続は，売掛金の評価の妥当性かつ売上高の期間配分の妥当性に関する監査証拠を入手する目的で実施される。,棚卸資産の実地棚卸の立会は，棚卸資産の評価の妥当性を検討する目的には適合しない。,土地の実査及び登記簿謄本の閲覧は，土地の実在性及び権利の帰属に関する証明力のある監査証拠を提供するが，当該土地の評価に関する監査証拠を提供しないことがある。,取引銀行の発行する貸付金に関する残高証明書の閲覧は，帳簿に計上された借入金の実在性を検討する目的に適合するが，借入金残高の網羅性を検討する目的には適合しない。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,15,会計上の見積りに関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,会計上の見積りに関連する注記事項が合理的であるかどうかを評価するに当たって，監査人は，適用される財務報告の枠組みに準拠しているかという観点から検討しなければならない。ただし，評価した見積り項目に関する固有リスクの程度が低い場合には，その枠組みにおける測定基礎の目的に合致した判断が行われているかの検討は必ずしも要しない。,監査人は，見積りの不確実性に関する注記事項を評価するために，監査人自身が見積手法，仮定及びデータを設定することがある。このリスク対応手続は，経営者が適用した見積手法，仮定及びデータに対するリスク対応手続とは異なる。,前年度の会計上の見積りの確定額又は再見積額の監査人による遡及的な検討は，当年度の監査のためのリスク評価手続であるとともに，経営者の前年度の見積りプロセスの有効性の評価に関する監査証拠を入手するための手続にもなり得る。ただし，当該検討は，見積りの時点において利用可能であった情報を基礎として行った前年度における経営者の判断を問題とするものではない。,監査人は，会計上の見積りにおけるアサーション・レベルの重要な虚偽表示リスクの評価の根拠を考慮し，当該リスクに対応するリスク対応手続を立案し実施しなければならず，監査調書には当該リスクと実施したリスク対応手続との関連性の記載を要する。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,16,「その他の記載内容」に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,有価証券報告書における「その他の記載内容」の誤りとは，その情報自体が不正確であることのみならず，必要な情報が省略されている場合にも該当し，当該誤りが重要であるかどうかは，投資家の投資判断にとって重要か否かにより判断される。,財務諸表には記載されていないが，監査の過程で知り得た数値又は数値以外の項目に該当する「その他の記載内容」については，監査人は，当該記載内容に重要な誤りがないかを判断した上で，監査の過程で得た知識との間に重要な相違があるかどうかを検討する。,監査人は，財務諸表又は監査の過程で得た知識のいずれにも関連しない「その他の記載内容」については，財務諸表又は監査の過程で得た知識との整合性を検討できない。このため，監査人は，通読の過程で当該記載内容の重要な誤りと思われる兆候に注意を払うが，重要な誤りがあるかどうかの判断までは求められていない。,監査人は，「その他の記載内容」に対する証の結論として，当該記載内容に未修正の重要な誤りがあるかどうかを監査報告書に区分を設けて記載しなければならない。,,,-,アイ,アウ,アエ,イウ,イエ,ウエ,1
R4_2,17,監査意見又は監査報告に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，監査契約締結後に監査範囲の制約に気付き，財務諸表に対する意見不表明につながる可能性が高いと判断したため，経営者に当該制約を除去するように要請したにもかかわらず，それが拒否された場合でも，監査役等に報告する前には監査契約を解除しない。,監査人は，当年度の財務諸表の監査において特に注意を払った事項を決定し，決定した事項について監査役等とコミュニケーションを行うことによって，その中で特に重要であると判断した事項を監査上の主要な検討事項として決定する。,監査人は，継続企業を前提として財務諸表を作成することが適切であっても重要な不確実性が認められる場合，強調事項区分において「継続企業の前提に関する重要な不確実性」に関する事項を付した上で，限定付適正意見又は不適正意見を表明しなければならない。,監査人は，限定付適正意見を表明する理由が，たとえ無限定適正意見の基礎となる十分かつ適切な監査証拠を入手できないことであっても，入手した監査証拠が監査人の限定付適正意見の基礎を得るために十分かつ適切なものであると判断した旨を監査報告書に記載しなければならない。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,18,比較情報の監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,財務諸表に表示される比較情報は，監査意見の表明の方式によって，対応数値方式と比較財務諸表方式に区分されるが，いずれの方式であっても実施される監査手続は同じである。,財務諸表に表示される比較情報が対応数値として表示される場合，過年度に作成された経営者確認書が依然として適切であることを経営者が再確認する必要があるため，監査人は，比較情報の全ての対象年度を含めた確認事項を当年度の経営者確認書に記載することを要請しなければならない。,比較情報が対応数値として表示される場合，監査人が，当年度の監査において，以前に無限定意見が表明されている前年度の財務諸表に重要な虚偽表示が存在するという監査証拠を入手したとしても，対応数値が適切に修正再表示され，かつ，注記事項が妥当であるときは，当年度の財務諸表に含まれる対応数値に関する除外事項付意見は表明されない。,前年度の財務諸表が監査されていない場合，監査報告書のその他の事項区分に比較情報が監査されていない旨を記載することによって，当年度の財務諸表の期首残高についての監査手続が免除される。,,,2,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,19,後発事象等の監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，期末日の翌日から監査報告書日までの間に発生し，財務諸表の修正又は財務諸表における開示が要求される事象に対する監査手続を実施しなければならない。当該監査手続の中には，経営者への質問，期末日後に開催された取締役会等の議事録の閲覧が含まれる。,監査人は，監査報告書日を財務諸表の承認日より前の日付とすることはできない。ここで，財務諸表の承認日とは，関連する注記を含む全ての財務諸表が作成されており，認められた権限を持つ者が当該財務諸表に対する責任を認めた日付をいい，我が国では，株主総会又は取締役会による最終承認日となる。,事後判明事実が財務諸表の発行日後に発生し，財務諸表の訂正が必要となった場合，監査人は，当該訂正に必要な監査手続を実施するほか，監査報告書を差し替えなければならない。,財務諸表の発行日とは，第三者が監査報告書と監査した財務諸表を入手することが可能となる日付をいい，監査報告書日以降で，かつ企業に監査報告書が提出される日以降の日付でなければならない。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_2,20,「監査における不正リスク対応基準」に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，重要な取引に関する重要な記録等に矛盾する証拠が存在する状況で，監査人がその状況に関連して入手した監査証拠に基づいて経営者の説明に合理性がないと判断した場合，不正による重要な虚偽の表示の疑義があるとして扱わなければならない。,監査人が不正による重要な虚偽の表示の疑義があると判断した場合，経営者確認書における確認の要請を検討する内容には，経営者が当該疑義に関連していると認識している全ての情報を監査人に提供した旨を含むことがある。,監査事務所が行う不正リスクへの対応状況についての定期的な検証の範囲には，不正に関する教育・訓練が含まれるが，監査契約の新規の締結は含まれない。,「監査における不正リスク対応基準」では，監査人が財務諸表監査において対象とする重要な虚偽の表示の原因となる不正と誤謬を対象としている。,,,1,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,1,財務諸表監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一 つ選びなさい。,「我が国における一般に公正妥当と認められる監査の基準」には，全ての金融商品取引法監査において，監査における不正リスク対応基準及びこれを具体化した実務指針が含まれる。,財務諸表監査における監査意見の表明に関する重要な前提には，監査人が職業倫理に関する規定に従って会社から独立していること及び監査人としてのその他の倫理上の責任を果たしていることが含まれており，その旨が「監査意見の根拠」区分に記載される。,公認会計士による財務諸表監査の制度は，企業内容に関する情報を提供することを第一義的な目的とするものではないが，財務諸表の信頼性を担保することにより，企業による財務状況の的確な把握と適正な開示を確保し，適正・円滑な経済活動を支えるインフラストラクチャーとしての役割を担っている。,監査証明業務は専門的能力や実務経験を有する公認会計士又は監査法人の独占業務であることから，一定水準の監査品質が担保されており，また，監査品質を評価することも困難であることから，企業や株主等が監査品質について評価する必要はない。,,,4,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,2,公認会計士監査の視点からみたコーポレート・ガバナンスに関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,会計監査人は会計監査で得た情報を監査役等に伝える必要があるが，監査役等は，会計監査人の監査の方法と結果の相当性を判断する立場にあることから，日常の業務監査等で知り得た情報を会計監査人に伝えることは期待されていない。,監査報告書における監査上の主要な検討事項の記載の効果として，監査人と経営者の間のみならず，監査人と財務諸表利用者の間の議論を更に充実させることを通じたコーポレート・ガバナンスの強化が期待されている。,内部監査は法律で義務付けられているものではないが，監査人は，内部監査人と効果的なコミュニケーションを行うことによって，監査人の作業に影響を与える可能性のある情報が監査人に提供される関係が構築される。,企業において「ガバナンスに責任を有する者」とは，企業の戦略的方向性と説明責任を果たしているかどうかを監視する責任を有する者又は組織をいい，我が国においては，会社法の機関の設置に応じて，取締役会，監査役若しくは監査役会，監査等委員会又は監査委員会が該当する。,,,6,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,3,公認会計士法に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査法人は，毎会計年度経過後二月以内に，計算書類及び業務の概況等を記載した業務報告書を作成し，これらの書類を金融庁長官に提出しなければならない。このうち全ての有限責任監査法人は，直近の二会計年度の計算書類とその監査報告書を公衆縦覧に供しなければならない。,監査法人は，業務管理体制の整備の一環として業務の品質の管理の方針の策定及びその実施が義務付けられているが，当該業務の品質の管理に関する規定は，「監査に関する品質管理基準」と整合的である。,監査法人の社員は，自己又は第三者のためにその監査法人の業務範囲に属する業務を行ってはならないが，当該範囲に属する業務が非監査業務である場合において，当該範囲に属する業務を行うことについて，社員の三分の二以上の承認を受けた場合は，適用除外とされている。,金融庁長官は，内閣総理大臣により委任された権限のうち，公認会計士，監査法人及び日本公認会計士協会に関する検査の権限を公認会計士・監査審査会に委任する。同審査会は，その検査の結果に基づき，これらの者の監査証明業務又は事務の適正な運営を確保するため行うべき行政処分について内閣総理大臣（委任先である金融庁長官）に勧告できる。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,4,金融商品取引法監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,公認会計士又は監査法人が財務計算に関する書類について行った監査証明が不正なものであるとき，内閣総理大臣は，一年以内の期間を定めて，当該期間内に提出される有価証券報告書でその公認会計士又は監査法人の監査証明に係るものの一部を受理しないことができる。,公認会計士又は監査法人は，内閣総理大臣が公益又は投資者保護のため必要かつ適当であると認める場合であっても，守秘義務の観点から，自らが行った上場会社の監査証明について参考となるべき報告又は資料の提出をしてはならない。,公認会計士又は監査法人が，監査証明を行うに当たって，被監査会社の法令違反等事実を発見し，その重大な影響を防止するため，緊急性を認めた場合，被監査会社に書面で通知する前に，当該事実の内容を内閣総理大臣に申し出なければならない。,被監査会社の業務執行を決定する機関が，財務計算に関する書類の監査証明を行う公認会計士又は監査法人の異動を決定した場合，当該会社は，その異動の決定又は異動に至った理由及び経緯について記載した臨時報告書を提出しなければならない。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,5,金融商品取引法監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,内部統制報告書の提出会社が，内部統制には開示すべき重要な不備があった旨の訂正報告書を提出する場合，当該訂正内部統制報告書は，公認会計士又は監査法人の監査証明の対象となる。,有価証券届出書に含まれる財務計算に関する書類は，投資者が投資意思決定を行うための基本的な情報となるため，公認会計士又は監査法人の監査証明を受けなければならない。,有価証券報告書の提出義務がある会社は，臨時報告書を提出する場合には，遅滞なく，内閣総理大臣に提出しなければならない。この場合，その記載内容に関して，公認会計士又は監査法人の監査証明を受けなければならない。,有価証券報告書の提出義務がある会社のうち，上場会社等は，有価証券報告書の記載内容が金融商品取引法令に基づき適正であることを確認した旨を記載した確認書を，有価証券報告書と併せて内閣総理大臣に提出しなければならないが，当該確認書に対する公認会計士又は監査法人による監査証明は不要である。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,6,会社法監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,会計監査人設置会社が会計監査人を置く旨の定款の定めを廃止する定款の変更を行った場合，会計監査人を置く必要がなくなるため，株主総会の決議によって会計監査人を解任しなければならない。,取締役会設置会社において，会計監査人の監査意見が無限定適正意見で，監査役会又は監査役による会計監査人の監査の方法又は結果を相当でないと認める意見がなく，監査役が特定取締役及び会計監査人に対し監査報告の内容を通知すべき日までに通知をしている場合，定時株主総会での当該計算書類の承認は不要であるが，取締役は，その内容を定時株主総会に報告しなければならない。,会計監査人は，株主総会の決議によって選任及び解任される。株主総会に提出する会計監査人の選任及び解任に関する議案の内容は，監査役会設置会社にあっては，監査役の全員の同意をもって決定される。,臨時計算書類及び連結計算書類は，会計監査人の監査を受けなければならない。連結計算書類の監査対象と異なり，臨時計算書類は，貸借対照表と損益計算書のみである。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,7,四半期レビューに関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，四半期財務諸表について，企業の財政状態，経営成績及びキャッシュ・フローの状況を重要な点において適正に表示していない事項が存在する可能性が高いと認められる場合には，追加的な手続として実証手続を実施しなければならない。,監査人は，四半期レビューにおいて，他の監査人によって行われた四半期レビューの結果を利用することができる。ただしこの場合には，監査人は当該他の監査人が関与した四半期財務諸表の重要性及び他の監査人の品質管理の状況等に基づく信頼性の程度を勘案したうえで，その利用する程度及び方法を決定しなければならない。,四半期レビューは，年度の財務諸表の監査と監査人が得る保証水準が異なるため，四半期レビュー計画は，同一の監査人であっても，年度の財務諸表の監査計画とは独立して策定されなければならない。,監査人は，継続企業の前提に関する重要な不確実性が認められ，それが四半期財務諸表に適切に記載されていないと判断した場合には，当該不適切な記載についての除外事項を付した限定付結論又は否定的結論を表明し，その理由を四半期レビュー報告書に記載しなければならない。,,,5,アイ,アウ,アエ,イウ,イエ,ウエ,0
R4_1,8,内部統制監査に関する次の記述のうち，正しいものの組合せとして最も適切な番号を一つ選びなさい。,監査人は，経営者が重要な事業拠点における，企業の事業目的に大きく関わる勘定科目に至る業務プロセスを，原則として，全て評価対象としていることを確認しなければならない。,内部統制監査においては，内部統制の有効性の評価結果という経営者の主張を前提に，これに対する監査人の意見を表明するものであるため，監査人は，経営者の評価結果を利用しない場合であっても，経営者の評価方法を具体的に検証しなければならない。,ITに係る全般統制の不備は，それ自体が財務報告の重要な事項に虚偽記載が発生するリスクに必ずしも直接に繋がるものではないものの，業務処理統制の有効な運用を継続的に維持することができない可能性があるため，直ちに開示すべき重要な不備となる。,監査人が，開示すべき重要な不備があるとした経営者の評価の結果を適正と認め，かつ期末日後に実施した是正措置が内部統制報告書に記載されているものの，監査人が当該記載を不適切であると判断した場合には，監査人は除外事項を付した限定付適正意見を表明しなければならない。,,,3,アイ,アウ,アエ,イウ,イエ,ウエ,0
