key,q_no,question,ア,イ,ウ,エ,a_no,1,2,3,4,5,6
H27_1,12,持分会社に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．合同会社の業務を執行する社員以外の社員が，当該合同会社の事業と同種の事業を目的とする株式会社の取締役となるためには，定款に別段の定めがある場合を除き，当該社員以外の社員の全員の承認が必要である。,イ．合資会社の有限責任社員が自己を無限責任社員であると誤認させる行為をしたときは，当該有限責任社員は，その誤認に基づいて当該合資会社と取引をした者に対し，自己の出資の価額を限度として責任を負う。,ウ．合同会社が新たに社員を加入させる旨の定款の変更をしたにもかかわらず，当該社員が出資の一部を履行していない場合には，当該社員は未履行の出資が完了した時に当該合同会社の社員となる。,エ．金銭以外の財産を出資した合名会社の社員が，当該合名会社に対し出資の払戻しを請求する場合には，当該社員は，出資した当該財産の返還又は当該財産の価額に相当する金銭の払戻しを請求することができる。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H27_1,13,社債券に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．社債券には，当該社債券に係る社債の金額及び利率を記載しなければならない。,イ．記名式の社債券を保有する社債権者は，募集社債に関する事項において，記名式の社債券を無記名式とすることができない旨の定めがある場合を除き，社債発行会社に対し，その保有する社債券を無記名式の社債券とすることを請求することができる。,ウ．無記名社債を譲り受けた者は，当該無記名社債に係る社債券の交付を受けた事実をもって，当該無記名社債の譲受けを社債発行会社その他の第三者に対抗することができる。,エ．社債券を喪失した者は，社債発行会社に対して社債券の再発行を請求する場合において，除権決定を得ることを必要としない。,4,アイ,アウ,アエ,イウ,イエ,ウエ
H27_1,14,事業の譲渡若しくは譲受け，定款の変更，株式交換又は会社分割に関する次のア～エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社が個人商人の営業の全部を譲り受ける場合には，株主総会の特別決議を必要としない。,イ．合資会社の無限責任社員が退社したことにより当該合資会社の社員が有限責任社員のみとなった場合には，当該合資会社は合同会社となる定款の変更をしたものとみなされる。,ウ．株式会社は，合同会社を完全子会社とする株式交換を行うことができる。,エ．新設分割において，新設分割設立株式会社は，定款の記載事項又は記録事項を調査させるために，裁判所に対し，検査役の選任の申立てをしなければならない。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H27_1,15,次のア～エのうちには，計算書類に含まれないものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．貸借対照表,イ．事業報告,ウ．監査報告,エ．株主資本等変動計算書,4,アイ,アウ,アエ,イウ,イエ,ウエ
H27_1,16,株式会社の解散及び清算に関する次のア～エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．事業の全部を譲渡した株式会社が解散するには，解散する旨の株主総会決議が必要である。,イ．清算人は，その職務を行うに際して，清算株式会社に対し忠実義務を負わない。,ウ．解散の時に監査役会設置会社であった清算株式会社は，監査役会を廃止する旨の定款変更をすることができない。,エ．清算株式会社の株主は，残余財産が金銭以外の財産であるときは，当該清算株式会社に対し，当該財産の給付請求権又は金銭分配請求権を有する。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H27_1,17,次のア～エまでのうちには，金融商品取引法上の適格機関投資家に当たる者が二つある。その記号の組合せの番号を一つ選びなさい。,ア．国,イ．銀行,ウ．日本銀行,エ．保険会社,5,アイ,アウ,アエ,イウ,イエ,ウエ
H27_1,18,次のア～エまでのうちには，金融商品取引法上の発行者以外の者による株券等の公開買付けの対象となることがあるものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．振替株式,イ．議決権行使書面,ウ．新株予約権付社債券,エ．抵当証券,2,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,1,商業使用人に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述につき，当事者間に別段の合意はないものとする。,ア．ある商人により選任された支配人は，当該商人のために他の支配人を選任することができない。,イ．商人が支配人に対して与える代理権は，当該商人が支配人の選任登記をすることにより発生する。,ウ．物品の販売等を目的とする店舗の使用人は，当該使用人に対して商人が権限を与えていないことにつき相手方が悪意である場合を除き，その店舗にある物品の販売等をする権限を有するものとみなされる。,エ．商人の営業に関する特定の事項の委任を受けた使用人は，当該事項について，一切の裁判外の行為に加え，一切の裁判上の行為をする権限を有する。,2,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,2,商法上の問屋に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述につき，別段の合意及び慣習はないものとする。,ア．問屋は，取引所の相場が存しない物品の販売又は買入の委託を受けたとき，委託者に通知をすることにより，自ら買主又は売主となることができる。,イ．問屋が委託者のために行った販売又は買入について，相手方がその債務を履行しない場合には，当該問屋は自ら当該債務を履行する責任を負う。,ウ．問屋は，物品の販売又は買入の取次ぎをしたことによって生じた債権の弁済期が到来しているときは，その弁済を受けるまでは，委託者のために当該問屋が占有する物又は有価証券を留置することができる。,エ．問屋が物品の販売又は買入の取次ぎをしたとき，委託者の請求がなければ，当該問屋はその旨の通知を当該委託者に対して発することを要しない。,4,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,3,株式会社の設立（会社法第五編によるものを除く。）時における定款の作成及び変更に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述において，定款は書面で作成されるものとする。,ア．株式会社を設立するには，発起人が定款を作成し，その全員がこれに署名し，又は記名押印しなければならない。,イ．成立後の株式会社の資本金及び準備金の額に関する事項が定款に定められていない場合には，発起人は，株式会社の成立の時までに，当該事項を定款に記載しなければならない。,ウ．現物出資財産について定款に記載された価額が相当であることについて証明をした者がいる場合には，発起人はその者の氏名又は名称を定款に記載しなければならない。,エ．募集による設立において，公証人の認証を受けた定款は，創立総会の決議により変更することができる。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,4,株式又は株主の権利に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社は，募集株式の引受人が出資の履行を要しない旨を募集事項として定めることができない。,イ．株主の権利の行使に関し，株式会社から当該株式会社の計算において財産上の利益の供与を受けた者は，その受けた利益を当該株式会社に返還しなければならない。,ウ．株式会社が全部取得条項付種類株式を株主総会の決議に基づいて取得した場合には，当該決議において別段の定めをしたときを除き，当該株式会社は取得した当該全部取得条項付種類株式のすべてを相当の期間内に消却しなければならない。,エ．株主総会において議決権を行使することができる事項に関する定款の定めは，種類株主総会における議決権の行使にも適用される。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,5,新株予約権に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社が募集新株予約権を株主以外の者に無償で発行するには，その旨の定款の定めがなければならない。,イ．種類株式発行会社である株式会社は，譲渡制限株式を目的とする新株予約権に係る募集事項を決定する場合に，当該種類の株式の種類株主を構成員とする種類株主総会の決議を要しない旨の定款の定めを置くことができない。,ウ．譲渡制限新株予約権の新株予約権者は，株式会社に対する当該新株予約権の譲渡承認請求において，当該株式会社が譲渡を承認しない場合には，当該新株予約権を買い取る者を当該株式会社が指定するよう請求することができない。,エ．株式会社は，当該株式会社が取得することのできる事由につき定めのない新株予約権を自己新株予約権として取得することができる。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,6,種類株式発行会社でない公開会社（委員会設置会社を除く。）が招集する株主総会における株主提案権に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述につき，定款に別段の定めはないものとする。,ア．株主が一定の事項を株主総会の会議の目的とすることを株式会社に適法に請求した場合には，当該株式会社の代表取締役は，当該事項を会議の目的として，当該株主総会の招集通知に記載し，又は記録しなければならない。,イ．一定の事項を株主総会の会議の目的とすることを株式会社に適法に請求した株主が当該株主総会に出席しなかった場合には，当該株主総会において，当該事項を会議の目的とすることができない。,ウ．株主が，株主総会において株主総会の目的である事項につき議案を提出するには，当該株主は， 1 株以上の株式を 6 箇月前から引き続き保有していなければならない。,エ．ある株主総会において，株主の提案した議案が総株主の議決権の 10 分の 1 以上の賛成を得られなかった場合には，当該株主を含む株主は，当該議案と実質的に同一の議案を次の事業年度に関する定時株主総会において提出することができない。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,7,株主総会の決議の取消しの訴えに関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述における請求の日は決議の日から 3 箇月を超えないものとする。,ア．株主総会において，ある議案に係る決議の方法が定款に違反する場合には，当該議案につき賛成の議決権を行使した株主は，訴えをもって当該決議の取消しを請求することができない。,イ．会計参与設置会社において，株主総会の決議の方法が著しく不公正である場合には，当該会計参与設置会社の会計参与は，訴えをもって当該決議の取消しを請求することができない。,ウ．委員会設置会社において，株主総会の決議の内容が定款に違反する場合には，当該委員会設置会社の執行役は，訴えをもって当該決議の取消しを請求することができない。,エ．会計監査人設置会社において，招集の手続に法令違反のある株主総会の決議により会計監査人が解任された場合には，当該会計監査人は，訴えをもって当該決議の取消しを請求することができない。,5,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,8,取締役会設置会社（委員会設置会社を除く。）の取締役に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述につき，定款及びこれに基づき会社が定める規則等に別段の定めはないものとする。,ア．取締役が正当な理由なくして解任された場合には，当該取締役は当該解任によって生じた損害の賠償を株式会社に請求することができる。,イ．取締役は，株主総会の決議を経ずに，株式会社から賞与を受けることができる。,ウ．特別取締役は，社外取締役の中から選定されなければならない。,エ．特別取締役の互選によって定められた者は，特別取締役による取締役会の決議後，遅滞なく，当該決議の内容を特別取締役以外の取締役に報告しなければならない。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,9,会計参与に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社の取締役は，その親会社の会計参与となることができない。,イ．委員会設置会社の取締役会は，その決議によって当該委員会設置会社の会計参与を解任することができる。,ウ．監査役設置会社の会計参与は，その職務を行うに際して取締役の職務の執行に関し不正の行為又は法令若しくは定款に違反する重大な事実があることを発見したときは，遅滞なく，これを株主に報告しなければならない。,エ．委員会設置会社の会計参与の個人別の報酬等は，額が確定しているものでなければならない。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,10,監査役に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社の監査役は，その子会社の会計参与を兼任することができる。,イ．株式会社の定款の定めにより監査の範囲を会計監査に限定された監査役は，当該株式会社の株主が取締役の責任追及の訴えを提起する前に，当該株式会社に対して行う当該責任追及に係る提訴請求を適法に受けることができる。,ウ．株式会社の定款の定めにより監査の範囲を会計監査に限定された監査役は，会計帳簿が書面をもって作成されているときは，いつでも，当該書面の閲覧及び謄写をすることができる。,エ．監査役は，その職務を行うため必要があるときは，会計監査人に対し，その監査に関する報告を求めることができる。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,11,株式会社の会計帳簿に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社は，会計帳簿の閉鎖の時から 10 年間，その会計帳簿及びその事業に関する重要な資料を保存しなければならない。,イ．株式会社は，会計帳簿の閲覧請求を適法に行った株主が当該株式会社の業務と実質的に競争関係にある事業を営むものであるときは，当該閲覧請求を拒むことができる。,ウ．株式会社の債権者は，自己の債権を保全するため必要があるときは，裁判所の許可を得て，当該株式会社の会計帳簿について閲覧を請求することができる。,エ．裁判所は，訴訟の当事者に対し，会計帳簿に関する資料の全部又は一部の提出を，職権により命ずることができる。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,12,連結計算書類に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．連結計算書類は，定款に別段の定めがある場合を除き，株主総会の承認を受けなければならない。,イ．株式会社は，連結計算書類を定時株主総会の日の 1 週間前の日から 5 年間，その本店に備え置かなければならない。,ウ．会計監査人設置会社は，法務省令で定めるところにより，各事業年度に係る連結計算書類を作成することができる。,エ．委員会設置会社における連結計算書類は，法務省令で定めるところにより，監査委員会及び会計監査人の監査を受けなければならない。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,13,社債に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社は，募集社債の総額について割当てを受ける者を一定の日までに定めていない場合には，当該募集社債の全部を発行しない旨を，当該募集社債に関する事項として定めることができる。,イ．持分会社は，社債を発行することができる。,ウ．株式会社は，募集社債の総額が資本金及び準備金の総額を超えない範囲内で，社債の募集をしなければならない。,エ．社債発行会社は，裁判所の許可を得なければ，社債権者集会を招集することができない。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,14,持分会社に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，それぞれの記述につき，定款に別段の定めはないものとする。,ア．合同会社の社員になろうとする者全員の同意があるときは，設立時の出資の履行に関する登記，登録その他権利の設定又は移転を第三者に対抗するために必要な行為は，合同会社の成立後にすることができる。,イ．持分会社の無限責任社員となることを許された未成年者は，社員の資格に基づく行為に関しては，行為能力者とみなされる。,ウ．合名会社が当該合名会社の持分を取得した場合には，当該合名会社は，相当の時期にこれを処分しなければならない。,エ．合資会社の有限責任社員は，当該合資会社の業務を執行する権限を有しない。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,15,種類株式発行会社でない公開会社が当事会社となる吸収合併に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。 ,ア．消滅会社は，吸収合併の効力発生日の前日までに，当該消滅会社の株主総会の普通決議によって，吸収合併契約の承認を受けなければならない。,イ．存続会社が消滅会社の特別支配会社である場合には，当該消滅会社は，当該消滅会社の株主総会の決議による吸収合併契約の承認を受ける必要はない。,ウ．吸収合併契約の承認を受けなければならない消滅会社の株主総会において，議決権を行使することができない株主は，当該消滅会社に対し，自己の有する株式を公正な価格で買い取ることを請求することができない。,エ．消滅会社に対して株式買取請求をした株主が，当該株式買取請求を撤回するには，当該消滅会社の承諾を得なければならない。,5,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,16,外国会社に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．外国会社がその事業のためにする行為は，会社法上の商行為とはならない。,イ．外国会社は，日本国籍を有する者を日本における代表者として定めなければ，日本において取引を継続して行うことができない。,ウ．外国会社は，外国会社の登記をするまでは，日本において取引を継続してすることができない。,エ．外国会社の登記においては，その設立の準拠法を登記しなければならない。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,17,次のア〜エまでのうちには，金融商品取引法第二章が定める開示規制の適用除外となる有価証券が二つある。その記号の組合せの番号を一つ選びなさい。,ア．地方債証券,イ．貸付信託の受益証券,ウ．有価証券投資事業権利等,エ．資産の流動化に関する法律に規定する特定社債券,1,アイ,アウ,アエ,イウ,イエ,ウエ
H27_2,18,金融商品取引法上の有価証券の募集の届出に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．ストック・オプションとして利用するために，新株予約権証券の発行者である株式会社が，当該株式会社の取締役を相手方として，当該株式会社の発行する新株予約権証券の取得勧誘を行う場合には，当該新株予約権証券に係る募集は，内閣総理大臣に募集に関する届出をしていなくてもすることができる。,イ．発行価額の総額が 1 億円未満の有価証券の募集が行われ，その後 1 年以内に当該有価証券と同一種類の有価証券の募集が再度行われる場合，双方の募集の発行価額の総額を合算した金額が 1 億円以上であるが，再度の募集における発行価額の総額が 1 億円未満のときは，当該再度の募集は内閣総理大臣に募集に関する届出をしていなくてもすることができる。,ウ．特定投資家向け有価証券に関して開示が行われている場合には，特定投資家等取得有価証券一般勧誘は，発行者が当該特定投資家等取得有価証券一般勧誘に関し，内閣総理大臣に届出をしていなくてもすることができる。,エ．時価発行の新株発行において，払込期日の決定前に募集を行う必要がある場合には，募集に関する事項のうち払込期日を記載しないで有価証券届出書を提出することができる。,2,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,1,商業登記に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，解答にあたり，小商人については考慮しないものとする。,ア．商法上登記が義務づけられていない事項が登記された場合，当該事項に変更が生じても，当事者には変更の登記の義務は生じない。,イ．登記すべき事項は，登記をすることにより事実と推定される。,ウ．営業とともにする商号の譲渡は，登記をしなければ，第三者に対抗することができない。,エ．未成年者が自己の名をもって商行為をすることを業として行うときは，その登記をしなければならない。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,2,商行為に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，商法の規定の適用を排除し，又は変更する特約はないものとする。,ア．商人の行為は，商行為と推定される。,イ．商行為によって生じた債権を担保するために質権を設定する場合，質権設定者は，質権者に弁済として質物の所有権を取得させることを約することができる。,ウ．取引所においてする取引は，営業として行われなければ商行為とはならない。,エ．商人間においてその双方のために商行為となる行為によって生じた債権が弁済期にあるときは，債権者は当該行為によって自己の占有に属した債務者の所有する物でなければ留置することができない。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,3,株式会社（種類株式発行会社を除く。）の設立に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．発起設立において，発起人は，発行可能株式総数を定款で定めていない場合には，株式会社の成立の時までに，発起人の議決権の 3 分の 2 以上に当たる多数をもって，定款を変更して発行可能株式総数の定めを設けなければならない。,イ．発起人は，自己が引き受けた設立時発行株式の出資に係る金銭の払込みを仮装した場合，株式会社に対し，払込みを仮装した出資に係る金銭の全額を支払う義務を負う。,ウ．発起設立において，設立時会計監査人の解任は，発起人の議決権の過半数をもって決定する。,エ．設立時募集株式の引受人は，設立時募集株式と引換えにする金銭の払込みの期日が定められている場合には，当該期日において，出資の履行をした設立時募集株式の株主となる。,4,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,4,株式会社の募集設立に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．創立総会において，現物出資に関する定款所定の事項を変更する決議をした場合には，当該創立総会においてその変更に反対した設立時株主は，当該決議後 2 週間以内に限り，その設立時発行株式の引受けに係る意思表示を取り消すことができる。,イ．取締役会設置会社（指名委員会等設置会社を除く。）を設立する場合には，創立総会の決議によって，設立時代表取締役を選定しなければならない。,ウ．設立時募集株式の引受人は，創立総会においてその議決権を行使した後は，詐欺を理由として設立時発行株式の引受けを取り消すことができない。,エ．株式会社の成立の時における現物出資財産の価額が定款所定の価額に著しく不足するときは，現物出資者以外の発起人及び設立時取締役は，検査役の調査を経た場合又はその職務を行うについて注意を怠らなかったことを証明した場合のいずれかに該当する場合を除き，当該株式会社に対し当該不足額を支払う義務を負う。,2,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,5,株式に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株券発行会社である株式会社が自己株式を譲渡する場合，当該譲渡は，当該株式に係る株券の交付がなくても，その効力を生じる。,イ．種類株式発行会社である株式会社が行う株式無償割当てにおいて，ある種類の株式を有する株主に割り当てることができるのは，当該種類の株式に限られる。,ウ．最高裁判所の判例によれば，募集株式の発行において募集事項に関する公示をしなければならないにもかかわらず，これを行わないことは，そのこと以外に当該発行を差し止めるべき事由がない場合を除き，当該募集株式の発行の無効原因となる。,エ．最高裁判所の判例によれば，株式の譲受人は，譲渡人が株式会社に対して提起し係属中である株式会社の解散の訴えにおける当事者としての地位を承継する。,2,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,6,新株予約権に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．募集新株予約権の引受人が，自己の引き受けた新株予約権について，払込金額に係る金銭の払込み又はそれに代わる金銭以外の財産の給付をしない場合であっても，当該引受人は，当該新株予約権の割当日に当該新株予約権に係る新株予約権者となる。,イ．振替新株予約権発行会社を除く株式会社は，新株予約権証券及び新株予約権付社債券を発行する旨の定款の定めがあるときに限り，新株予約権又は新株予約権付社債の発行後これに係る新株予約権証券又は新株予約権付社債券を発行することができる。,ウ．新株予約権者が，株式会社の承諾を得て，募集新株予約権の払込金額に係る金銭の払込みに代えて金銭以外の財産を給付する場合，当該株式会社は，当該財産の価額を調査させるため，検査役の選任を裁判所に申し立てなければならない。,エ．公開会社でない株式会社が，株主割当ての方法によらないで募集新株予約権を発行するには，株主総会の特別決議を経なければならない。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,7,株式会社の機関に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．公開会社でなく，かつ大会社でない監査等委員会設置会社は，会計監査人を置かなくてもよい。,イ．監査等委員会設置会社は，定款の定めによっても監査役を置くことができない。,ウ．監査役会設置会社においては，監査役は 3 人以上で，そのうち過半数は社外監査役でなければならない。,エ．公開会社は，定款の定めによっても，監査役の監査の範囲を会計に関するものに限定することができない。,5,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,8,株主総会に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株主が，株主総会の目的である事項に関し，取締役に対する質問事項を事前に会社に通知した場合で，当該株主総会において当該事項に係る質問が行われないときは，当該事項について取締役に説明義務は生じない。,イ．株式会社は，株主総会に先立ち，その招集手続や決議方法を調査させるための検査役の選任を裁判所に対して申し立てることができない。,ウ．株式会社は，株主総会の特別決議の要件を定款によって緩和することができない。,エ．招集手続の瑕疵が著しいために，株主の集まりを株主総会と評価することができない場合には，誰でも株主総会の決議が存在しないことを前提とした法律上の主張をすることができる。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,9,取締役会設置会社に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．監査等委員会設置会社において，取締役会は，その決議により，株主総会に提出する議案の内容の決定を取締役に委任することができる。,イ．監査役設置会社である取締役会設置会社において，取締役会は，その決議により，支店その他の重要な組織の設置の決定を取締役に委任することができる。,ウ．取締役会の決議について特別の利害関係を有する取締役は，議決に加わることができない。,エ．取締役会の招集通知は，定款又は取締役会で定めた場合を除き，書面に限らずどのような方法で行ってもよい。,6,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,10,監査役に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社の監査役は，当該株式会社の子会社の支配人を兼ねることができない。,イ．株式会社の監査役は，当該株式会社の親会社の取締役を兼ねることができない。,ウ．株式会社の取締役の二親等内の親族は，当該株式会社の社外監査役となることができない。,エ．株式会社の監査役は，当該株式会社の子会社の社外監査役となることができる。,2,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,11,監査役会設置会社と指名委員会等設置会社を比較した次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．監査役会設置会社は常勤の監査役を置かなければならないが，指名委員会等設置会社は常勤の監査委員を置かなくてもよい。,イ．監査役会設置会社の監査役は，監査役会が作成した監査報告に自己が作成した監査報告の内容を付記することができるが，指名委員会等設置会社の監査委員は，監査委員会が作成した監査報告に異なる意見を付記することができない。,ウ．株主総会に提出する会計監査人の選任議案の内容について，監査役会設置会社では監査役会は決定権を有さず，同意権を有するにとどまるが，指名委員会等設置会社では監査委員会が決定権を有する。,エ．株式会社の業務及び財産の状況の調査につき，監査役会設置会社の監査役は監査役会が定めた調査の方法とは異なる方法で調査を行うことができるが，指名委員会等設置会社の監査委員は調査に関する監査委員会の決議に従わなければならない。,3,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,12,株式会社の資本金及び準備金に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社が利益準備金の額を減少するに際し，法定の債権者異議手続において所定の期間内に異議を述べなかった債権者は，利益準備金の額の減少を承認したものとみなされる。,イ．取締役会設置会社が株式の発行と同時に資本金の額を減少する場合に，資本金の額の減少の効力発生日後の資本金の額が，効力発生日前の資本金の額を下回らないとき，資本金の額の減少は取締役会の決議により決定する。なお，定款に別段の定めはないものとする。,ウ．資本準備金の額の減少の無効は，その効力が生じた日から 6 箇月以内に，訴えをもってのみ主張することができる。,エ．株式会社が取得条項付種類株式を取得するのと引き換えに，当該株式会社の他の種類の株式を株主に交付する場合，当該株式会社の資本金の額は増加する。,1,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,13,株式会社の計算書類等に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．株式会社は，定時株主総会の終結後遅滞なく，計算書類及び事業報告を公告しなければならない。,イ．取締役会設置会社において，取締役は，取締役会の承認を受けた事業報告の内容を定時株主総会に報告しなければならない。,ウ．取締役会及び監査役を設置する会計監査人設置会社において，取締役は，定時株主総会の招集の通知に際して，株主に対し，取締役会の承認を受けた計算書類及び事業報告（監査報告及び会計監査報告を含む。）を提供しなければならない。,エ．会計監査人を設置する監査役設置会社において，会計監査人は，計算書類及び事業報告並びにこれらの附属明細書を監査しなければならない。,4,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,14,社債管理者に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。なお，社債発行会社は，社債を引き受ける者の募集に際し，社債管理者の権限について別段の定めをしていないものとする。,ア．信託会社は，社債管理者となる資格を有しない。,イ．社債管理者は，その管理の委託を受けた社債につき，社債管理者としての権限を行使するために必要があるときは，裁判所の許可を得て，社債発行会社の業務及び財産の状況を調査することができる。,ウ．社債管理者は，社債権者集会の決議によらずに，当該社債の全部についてするその支払の猶予，その債務の不履行によって生じた責任の免除又は和解をすることができる。,エ．裁判所は，社債管理者がその義務に違反したとき，その事務処理に不適任であるときその他正当な理由があるときは，社債発行会社又は社債権者集会の申立てにより，当該社債管理者を解任することができる。,5,アイ,アウ,アエ,イウ,イエ,ウエ
H28_1,15,吸収分割に関する次のア〜エまでの記述のうちには，正しいものが二つある。その記号の組合せの番号を一つ選びなさい。,ア．必要なすべての手続が終了した吸収分割は，吸収分割契約に定められた効力発生日に，その効力を生ずる。,イ．株式会社が吸収分割をする場合において，吸収分割株式会社のすべての債権者は，当該株式会社に対し，所定の期間内に当該吸収分割について異議を述べることができる。,ウ．吸収分割株式会社が，吸収分割契約の内容その他法務省令で定める事項を記載し，又は記録した書面又は電磁的記録を，その本店に備え置かなければならないのは，所定の備置開始日から吸収分割の効力発生日までの間である。,エ．株式会社が吸収分割をする場合において，吸収分割承継株式会社のすべての債権者は，当該株式会社に対し，所定の期間内に当該吸収分割について異議を述べることができる。,3,アイ,アウ,アエ,イウ,イエ,ウエ
